,unique_id,children_0-2,children_2-5,children_5-18,adults_18-45,adults_45-60,adults_60-65,adults_65-70,adults_70+,no_people,household_type,quarter,rice,bread,buns_biscuits,pasta,cakes_puddings,pastry,other_bread_cereal,beef,pork,lamb,poultry,sausages,bacon_ham,offal_pate,processed_meat,meat,fish,seafood,preserved_seafood,processed_fish,whole_milk,low_milk,preserved_milk,yoghurt,cheese,other_milk,eggs,butter,margarine,peanut_butter,olive_oil,oils,animal_fats,citrus_fruit,bananas,apples,pears,stone_fruits,berries,fruits,dried_fruit_nuts,preserved_fruit,fresh_veg,cabbage,veg,root_veg,dried_veg,preserved_veg,potatoes,tuber_veg,sugar,jam,chocolate,confectionary,ice_cream,sugar_prod,sauces,condiments,misc,other_food,case_no,OECD_disposable_income,region,total_income,OECD_scale,gross_income,weekly_disposable_income,income_source,adult_food_cost,child_food_cost,total_food_cost,adult_total_expenditure,child_total_expenditure,total_expenditure,eng_rural_urb,scot_rural_urb,quarterly_weight,year
0,1,0,0,0,0,1,0,0,0,1,Index,January to March,0.0,3.165,0.0,0.455,0.0,0.0,1.545,0.0,0.0,0.0,2.935,3.68,2.0,0.0,3.18,0.0,0.0,0.0,0.0,2.115,0.0,2.22,0.0,0.88,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.275,0.0,0.5,0.99,0.0,0.0,0.0,1.0,2.5,0.0,0.665,2.0,0.0,0.0,0.0,0.0,0.0,1.635,0.0,1,173.27,Eastern,179.684358974359,1.0,173.27,173.27,Self-employment inc.,38.675,0.0,38.675,98.27823642788307,0.0,98.27823642788307,Rural,,25.55068413656466,2016
1,2,0,0,1,3,1,0,0,0,5,Index,July to September,1.0,0.62,0.35,0.0,0.9,0.0,2.25,0.0,0.0,0.0,4.75,0.0,1.04,0.0,8.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,1.3,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,4,333.66785714285714,North West and Merseyside,1117.34,2.8,1117.34,934.27,Wages salaries,60.67,0.8,61.47,437.8678124120178,3.8,441.66781241201784,Urban,,30.11491040054882,2015
2,3,0,0,0,0,2,0,0,0,2,Index,January to March,0.0,1.395,1.5,0.4,0.0,0.0,5.25,5.98,0.0,0.0,0.0,1.25,4.0,0.5,6.475,0.0,0.0,0.0,0.0,0.0,0.0,0.975,0.0,4.97,2.4,0.5,1.375,0.0,1.0,0.0,0.0,0.0,0.0,3.18,1.065,3.165,2.035,0.0,4.085,0.0,0.0,0.0,0.695,2.25,2.3,2.835,0.0,3.465,1.735,3.295,0.425,0.0,3.0,1.0,0.0,0.0,3.43,0.0,1.205,0.0,7,678.86,North West and Merseyside,1269.12,1.5,732.74,1018.29,Wages salaries,127.435,0.0,127.435,802.5270546626978,0.0,802.5270546626978,Urban,,21.16414746670219,2016
3,4,1,0,1,1,0,0,0,0,3,Index,July to September,0.0,0.725,1.22,1.86,1.645,0.0,0.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.695,2.1,0.75,0.8,0.0,0.75,0.0,0.0,0.315,0.0,1.445,0.34,0.75,0.0,0.0,1.5,0.0,0.365,0.0,0.0,0.0,1.89,2.2,0.0,1.1,0.845,1.525,0.0,0.0,0.0,0.75,0.0,0.0,1.23,0.0,0.525,0.0,8,180.0,South East,391.4752886262195,1.6,288.0,288.0,Social sec. benefits,48.5,1.0,49.5,580.5697656066212,1.0,581.5697656066212,Urban,,15.84754272371926,2015
4,5,0,0,1,2,0,0,0,0,3,Index,April to June,0.0,6.305,3.615,0.0,2.355,3.7,4.04,0.0,0.0,0.0,4.24,2.0,0.0,0.0,9.12,0.0,0.0,0.0,0.0,0.6,0.0,0.45,0.0,0.0,0.0,1.5,1.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.495,0.0,1.8,0.0,0.62,0.0,1.22,0.665,0.0,1.57,0.87,2.17,0.0,0.0,20.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,375.455,North West and Merseyside,922.3025641025641,2.0,911.7,750.91,Wages salaries,135.77,23.475,164.47,594.8956408328909,38.465,638.5856408328909,Urban,,15.85893001101429,2015
5,6,0,0,0,1,1,1,0,1,4,Index,July to September,0.0,3.74,1.5,0.0,0.575,0.0,0.84,0.0,0.0,0.0,3.285,1.25,2.75,0.0,10.96,0.0,0.0,3.595,0.0,1.0,0.9,0.0,0.0,0.0,2.21,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.235,0.0,3.82,0.75,0.0,0.0,0.0,2.12,0.0,0.895,0.245,0.0,0.0,0.99,0.0,0.0,0.0,0.5,1.4,0.0,0.0,1.125,0.0,0.0,0.0,10,254.204,South East,719.12,2.5,719.12,635.51,Wages salaries,199.735,0.0,199.735,1054.4526590628627,0.0,1054.4526590628627,Urban,,41.75450318795446,2015
6,7,0,0,0,0,1,0,0,0,1,Index,July to September,0.0,0.0,0.0,0.0,0.0,0.0,1.045,0.0,1.88,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.425,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,430.7164,Eastern,545.2705769230769,1.0,499.77,430.7164,Wages salaries,20.485,0.0,20.485,323.0113085845557,0.0,323.0113085845557,Urban,,15.45703534997269,2015
7,8,0,0,0,1,0,0,0,0,1,Index,October to December,0.0,0.15,0.0,0.0,4.525,0.0,0.5,0.0,2.125,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.975,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,434.1212,South West,544.5061458333333,1.0,523.95,434.1212,Wages salaries,43.655,0.0,43.655,275.87449446125555,0.0,275.87449446125555,Rural,,18.34483503629469,2015
8,9,0,0,0,0,0,1,1,0,2,Index,April to June,0.0,4.565,0.0,0.0,2.0,0.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.65,5.45,1.44,1.675,0.0,0.0,1.445,0.0,0.0,0.0,2.575,0.74,1.75,0.0,2.25,0.0,0.0,1.3,0.0,2.125,0.25,3.65,3.85,0.0,3.74,1.5,0.0,0.745,1.05,1.4,0.0,0.0,0.0,3.675,0.0,0.75,0.0,13,1004.0680000000001,Wales,1863.292,1.5,1863.292,1506.102,Annuities pensions,75.985,0.0,75.985,233.2038338212423,0.0,233.2038338212423,Urban,,15.39660076610247,2015
9,10,0,0,0,2,0,0,0,0,2,Index,April to June,0.0,1.415,1.93,0.0,0.0,1.315,0.0,5.0,0.0,0.0,1.25,0.0,0.0,0.0,4.69,0.0,1.5,0.0,0.0,0.89,0.0,0.94,0.0,1.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155,0.0,0.2,0.0,0.0,0.0,0.5,2.25,0.48,0.0,0.0,1.025,1.68,2.13,3.59,0.0,0.605,0.0,0.0,0.0,0.0,0.195,0.0,2.62,0.0,1.78,0.0,1.445,0.0,14,858.5266666666666,London,1726.29,1.5,0.0,1287.79,Wages salaries,187.805,0.0,187.805,683.1819410210888,0.0,683.1819410210888,Urban,,37.71093141400926,2015
