,unique_id,children_0-2,children_2-5,children_5-18,adults_18-45,adults_45-60,adults_60-65,adults_65-70,adults_70+,no_people,household_type,quarter,rice,bread,buns_biscuits,pasta,cakes_puddings,pastry,other_bread_cereal,beef,pork,lamb,poultry,sausages,bacon_ham,offal_pate,processed_meat,meat,fish,seafood,preserved_seafood,processed_fish,whole_milk,low_milk,preserved_milk,yoghurt,cheese,other_milk,eggs,butter,margarine,peanut_butter,olive_oil,oils,animal_fats,citrus_fruit,bananas,apples,pears,stone_fruits,berries,fruits,dried_fruit_nuts,preserved_fruit,fresh_veg,cabbage,veg,root_veg,dried_veg,preserved_veg,potatoes,tuber_veg,sugar,jam,chocolate,confectionary,ice_cream,sugar_prod,sauces,condiments,misc,other_food,case_no,OECD_disposable_income,region,total_income,OECD_scale,gross_income,weekly_disposable_income,income_source,adult_food_cost,child_food_cost,total_food_cost,adult_total_expenditure,child_total_expenditure,total_expenditure,eng_rural_urb,scot_rural_urb,quarterly_weight,year
0,4913,0,0,1,1,0,0,0,0,2,Index,April to June,0.0,4.9,1.375,0.0,0.0,0.0,1.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725,0.0,0.0,0.575,0.34,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,0.0,2.495,0.5,1.55,0.745,0.0,0.69,1.25,0.0,0.0,0.0,0.315,0.845,1.05,0.0,0.775,0.0,0.3,0.0,1,526.2461538461538,Eastern,849.4307371794872,1.3,830.07,684.12,Wages salaries,88.595,9.105,97.7,365.08066760917376,9.855,374.9356676091738,Urban,,18.97929717272684,2016
1,4914,0,0,0,2,0,0,0,0,2,Index,April to June,0.0,1.305,1.665,0.0,0.0,0.0,0.0,3.825,0.0,0.0,2.5,0.61,0.0,0.0,2.64,0.0,0.0,2.835,0.0,5.455,0.0,0.285,0.0,0.0,1.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595,1.375,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.43,0.68,0.0,1.32,2.0,5.285,0.0,0.0,0.0,0.0,0.0,1.295,1.065,1.895,0.0,0.0,2,467.2733333333333,North West and Merseyside,873.1975,1.5,873.1975,700.91,Wages salaries,64.81,0.0,64.81,1000.250400929458,0.0,1000.250400929458,Urban,,23.15887689293168,2016
2,4915,0,0,0,0,0,0,0,2,2,Pensioner,October to December,0.0,1.26,2.5,0.0,0.0,0.0,3.89,4.765,0.475,0.0,1.5,3.48,0.5,0.0,3.25,0.0,2.5,0.0,0.0,0.0,0.0,2.785,1.3,0.0,0.0,0.0,0.945,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345,0.69,0.8,1.37,0.0,0.15,0.75,1.89,0.525,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.295,0.0,3,222.60933333333332,Yorkshire and the Humber,333.914,1.5,333.914,333.914,Social sec. benefits,42.735,0.0,42.735,412.43113603375,0.0,412.43113603375,Urban,,14.63766264840514,2016
3,4916,0,0,1,1,1,0,1,0,4,Index,July to September,0.0,9.235,8.44,3.27,9.135,4.25,10.905,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.68,0.0,1.47,4.71,3.415,1.155,0.0,0.5,0.0,0.0,0.0,0.0,0.49,1.315,12.25,0.0,2.0,0.0,0.865,1.375,0.0,5.41,0.57,2.465,5.4,0.0,17.335,4.085,2.625,0.0,0.0,22.8,9.375,9.92,0.495,1.585,0.335,5.48,0.355,4,440.02079999999995,East Midlands,1171.0895,2.5,1171.0895,1100.052,Social sec. benefits,262.185,0.0,262.185,1742.7370152713977,0.0,1742.7370152713977,Urban,,14.36217697068971,2016
4,4917,0,0,0,0,0,0,0,2,2,Index,January to March,0.0,2.08,2.725,0.0,1.5,0.5,0.97,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.6,0.0,2.0,0.0,0.0,0.9,0.0,2.94,0.0,4.79,3.08,1.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.16,2.77,1.395,1.765,0.0,0.0,0.0,0.0,0.0,2.0,0.31,0.915,0.25,0.0,0.415,0.45,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,5,317.72266666666667,South West,510.7815,1.5,510.7815,476.584,Social sec. benefits,41.415,0.0,41.415,251.85380925523057,0.0,251.85380925523057,Urban,,17.43469688574442,2017
5,4918,0,0,0,0,1,0,0,1,2,Index,July to September,0.0,1.645,6.25,0.0,0.0,3.95,6.415,0.0,0.0,0.0,2.25,0.0,0.495,0.0,9.115,0.0,1.8,2.68,0.0,0.0,1.425,0.0,0.0,0.425,2.5,2.695,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8,0.0,2.965,1.45,0.0,1.7,0.89,0.0,0.275,0.0,2.125,0.0,3.125,0.0,1.745,0.0,0.0,0.0,6,188.09466666666665,South East,393.7957170081548,1.5,282.142,282.142,Social sec. benefits,61.445,0.0,61.445,227.88,0.0,227.88,Urban,,20.537583964821717,2016
6,4919,0,0,0,0,0,0,1,1,2,Index,July to September,0.0,1.44,4.405,0.195,1.0,0.0,3.14,1.745,1.995,1.495,0.995,0.0,0.645,0.0,1.96,0.0,0.0,2.5,0.0,0.0,0.0,2.42,0.0,1.05,0.0,2.905,0.545,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.0,0.0,1.495,0.0,1.045,0.845,1.24,2.015,0.0,0.25,1.3,0.5,0.0,0.99,6.965,1.995,0.0,0.0,3.24,0.0,0.0,0.0,7,271.416,London,439.094,1.5,439.094,407.124,Social sec. benefits,59.71,0.0,59.71,261.7310095473301,0.0,261.7310095473301,Urban,,25.27871375184683,2016
7,4920,0,0,0,0,0,0,0,1,1,Index,October to December,0.0,0.375,2.85,0.5,2.0,0.0,2.225,0.0,1.5,1.075,2.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,5.25,2.525,0.0,1.15,0.0,0.0,2.75,1.2,1.5,3.25,1.5,0.0,0.0,0.0,0.0,0.0,0.4,0.53,0.0,2.275,1.5,0.5,1.0,0.0,0.0,0.0,0.875,3.29,0.0,0.0,1.475,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,8,270.622,South East,280.67383493589745,1.0,270.867,270.622,Annuities pensions,56.27,0.0,56.27,335.12128137093805,0.0,335.12128137093805,Urban,,21.81463998629806,2016
8,4921,0,0,0,0,1,0,0,0,1,Index,April to June,0.0,3.675,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,2.5,0.0,6.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,3.695,0.0,4.4,0.57,0.0,0.0,2.29,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1002.4612,North West and Merseyside,1379.1703125,1.0,1156.9075,1002.4612,Wages salaries,51.65,0.0,51.65,812.7399319151423,0.0,812.7399319151423,Urban,,16.221295484758947,2016
9,4922,0,0,2,1,0,0,0,0,3,Index,April to June,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,8.35,0.0,0.0,0.0,0.0,0.0,0.0,10,72.6111111111111,North West and Merseyside,251.91081911546758,1.8,130.7,130.7,Social sec. benefits,19.5,3.0,22.5,124.75,6.5,121.25,Urban,,19.31381339764426,2016
